,Código do Município,Município,Estado,Ano de Referência,Prestadores,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN039 - Despesa com esgoto exportado
2242,"500500,00",Jardim,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50050040] Secretaria de Obras e Serviços Públicos - SOSP,3098.0,3181.0,32.14,306.07,306.07,514.51,3303.0,9187.0,0.0
2243,"500510,00",Jateí,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50051040] Secretaria Municipal de Meio Ambiente e Turismo - SEMMAT,822.0,847.0,19.11,99.87,99.87,154.67,887.0,1859.0,0.0
2244,"500515,00",Juti,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50051540] Prefeitura Municipal de Juti - PM,482.0,496.0,13.45,49.16,49.16,83.84,542.0,1360.0,0.0
2245,"500520,00",Ladário,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50052040] Secretaria Municipal de Infraestrutura e Serviços Publicos - SMISP,924.0,1090.0,23.69,128.27,128.27,182.27,981.0,3905.0,0.0
2247,"500540,00",Maracaju,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50054040] Prefeitura Municipal de Maracaju - P.M.M,3347.0,3563.0,13.68,435.49,435.49,669.1,3502.0,10661.0,0.0
2248,"500560,00",Miranda,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL,2651.0,2766.0,14.61,293.55,293.55,469.93,2896.0,8612.0,0.0
2250,"500570,00",Naviraí,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50057040] Prefeitura Municipal de Naviraí/MS - PMN,6321.0,7181.0,96.47,764.26,764.26,1124.59,6945.0,19421.0,0.0
2251,"500580,00",Nioaque,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50058040] PREFEITURA MUNICIPAL DE NIOAQUE - PMN,1123.0,1185.0,13.71,118.89,118.89,190.48,1248.0,3154.0,0.0
2252,"500600,00",Nova Alvorada do Sul,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50060040] Prefeitura Municipal de Nova Alvorada do Sul - PMNAS,703.0,722.0,3.25,58.71,58.71,92.46,722.0,2171.0,0.0
2253,"500620,00",Nova Andradina,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50062040] Secretaria Municipal de Serviços Públicos - SEMUSP,4389.0,4679.0,47.24,488.79,488.79,719.15,4901.0,13011.0,0.0
2256,"500630,00",Paranaíba,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50063040] Secretaria de infraestrutura e obras - SMO,10267.0,10514.0,172.39,1081.22,1081.22,1562.82,11236.0,28523.0,0.0
2257,"500635,00",Paranhos,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50063540] Prefeitura Municipal de Paranhos - PMP,1648.0,1667.0,41.44,140.55,140.55,223.79,1818.0,5392.0,0.0
2258,"500640,00",Pedro Gomes,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL,286.0,293.0,5.61,30.37,30.37,54.1,308.0,816.0,0.0
2259,"500660,00",Ponta Porã,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50066040] Prefeitura Municipal de Ponta Porã - PMPP,14013.0,15185.0,236.74,1737.26,1737.26,2724.03,15171.0,48030.0,0.0
2260,"500690,00",Porto Murtinho,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50069040] Prefeitura Municipal de Porto Murtinho - PMPM,3056.0,3114.0,46.03,342.62,342.62,530.49,3634.0,10846.0,0.0
2261,"500710,00",Ribas do Rio Pardo,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50071040] Prefeitura Municipal de Ribas do Rio Pardo - PMRRP,2850.0,2945.0,54.22,320.79,320.79,477.8,3371.0,8252.0,0.0
2262,"500720,00",Rio Brilhante,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50072040] Prefeitura Municipal de Rio Brilhante - PMRB,1416.0,1513.0,11.55,137.07,137.07,229.36,2491.0,4430.0,0.0
2264,"500740,00",Rio Verde de Mato Grosso,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50074040] Secretaria Municipal de Obras e Serviços Urbanos - SMOSU,694.0,742.0,12.49,80.11,80.11,147.92,751.0,1681.0,0.0
2266,"500755,00",Santa Rita do Pardo,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50075540] Prefeitura Municipal de Santa Rita do Pardo - PMSRP,733.0,829.0,8.06,47.32,47.32,58.52,774.0,1998.0,0.0
2267,"500769,00",São Gabriel do Oeste,MS,"2019,00",[50076911] Serviço Autônomo de Água e Esgoto - SAAE | [50076940] Prefeitura Municipal - PM,7822.0,7826.0,107.96,1529.62,1529.62,1529.62,9768.0,23271.0,0.0
2270,"500790,00",Sidrolândia,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50079040] Prefeitura Municipal de Sidrolândia - PMS,957.0,1026.0,28.11,100.02,100.02,163.0,1003.0,2718.0,0.0
2272,"500795,00",Tacuru,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL,1169.0,1225.0,14.44,123.64,123.64,195.58,1332.0,3560.0,0.0
2274,"500800,00",Terenos,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50080040] Município de Terenos - pmt,715.0,747.0,8.75,79.79,79.79,114.29,749.0,2079.0,0.0
2275,"500830,00",Três Lagoas,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50083040] Secretária Municipal de Meio Ambiente e Agronegócio - SEMEA,33854.0,37853.0,486.74,3916.7,3916.7,4763.85,37072.0,109216.0,0.0
2276,"500840,00",Vicentina,MS,"2019,00",[50027000] Empresa de Saneamento de Mato Grosso do Sul S/A - SANESUL | [50084040] Prefeitura Municipal de Vicentina - PMV,184.0,187.0,5.8,19.18,19.18,30.94,191.0,485.0,0.0
2278,"510020,00",Água Boa,MT,"2019,00",[51002011] Prefeitura Municipal de Água Boa - DEMAE | [51002040] Prefeitura Municipal de Água Boa - PMAB,223.0,223.0,10.45,42.5,42.5,42.5,250.0,450.0,0.0
2279,"510025,00",Alta Floresta,MT,"2019,00",[51002511] ÁGUAS ALTA FLORESTA LTDA - AAF,6307.0,7535.0,117.51,915.0,915.0,1178.0,6325.0,23491.0,0.0
2280,"510030,00",Alto Araguaia,MT,"2019,00",[51003011] Prefeitura Municipal de Alto Araguaia - PMAA | [51003040] Secretaria Municipal de Infra Estrutura e Serviços Urbanos - SMIE,308.0,309.0,9.22,63.15,0.0,0.0,310.0,996.0,0.0
2290,"510140,00",Aripuanã,MT,"2019,00",[51014011] Prefeitura Municipal de Aripuanã - DAE | [51014040] Prefeitura Municipal Aripuanã - SINFRA,107.0,108.0,5.4,25.96,25.94,0.0,500.0,410.0,0.0
2292,"510170,00",Barra do Bugres,MT,"2019,00",[51017011] Departamento de Água e Esgotos - DAE | [51017040] Prefeitura Municipal - PM,2000.0,2450.0,46.0,590.0,0.0,590.0,2150.0,9350.0,0.0
2293,"510180,00",Barra do Garças,MT,"2019,00",[51018012] Águas de Barra do Garças Ltda - ABG | [51018040] Secretaria de Urbanismo e Paisagismo - SUPA,14122.0,15287.0,190.0,2145.13,2145.13,2476.34,18025.0,44710.0,0.0
2296,"510250,00",Cáceres,MT,"2019,00",[51025012] Serviço de Saneamento Ambiental Águas do Pantanal - SSAAP | [51025040] Serviço de Saneamento Ambiental Águas do Pantanal - SSAAP,2098.0,2103.0,39.5,208.29,208.29,298.22,2371.0,6714.0,0.0
2300,"510267,00",Campo Verde,MT,"2019,00",[51026711] Águas de Campo Verde Ltda - ACV,8978.0,9412.0,189.66,1401.68,1401.68,1232.43,9767.0,28639.0,0.0
2306,"510305,00",Cláudia,MT,"2019,00",[51030511] Águas de Cláudia Ltda - AC | [51030540] secretaria do meio ambiente - semma,2626.0,2723.0,41.44,359.34,359.34,370.0,2785.0,8421.0,0.0
2308,"510320,00",Colíder,MT,"2019,00",[51032011] ÁGUAS COLÍDER LTDA - AC | [51032040] PREFEITURA MUNICIPALDE COLIDER - PMC,3627.0,4025.0,56.0,509.0,509.0,668.0,3735.0,14147.0,0.0
2311,"510335,00",Confresa,MT,"2019,00",[51033511] Águas de Confresa S/A - ACO | [51033540] Secretaria Municipal de Obras - SMO,3050.0,3077.0,55.11,264.43,264.43,148.0,4954.0,10495.0,0.0
2314,"510340,00",Cuiabá,MT,"2019,00",[51034011] Águas Cuiabá SA - CBA | [51034040] SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS - SMSU,86396.0,123582.0,1100.0,23891.35,18779.99,18724.75,86396.0,377451.0,0.0
2317,"510350,00",Diamantino,MT,"2019,00",[51035012] Águas de Diamantino Ltda. - ADI | [51035040] PREFEITURA MUNICIPAL DE DIAMANTINO - SEC DE OBRAS,2572.0,2603.0,42.61,253.59,253.59,242.0,2722.0,8639.0,0.0
2318,"510360,00",Dom Aquino,MT,"2019,00",[51036011] Prefeitura Municipal de Dom Aquino - PMDA,63.0,115.0,1.0,8.0,8.0,0.0,115.0,184.0,0.0
2324,"510410,00",Guarantã do Norte,MT,"2019,00",[51041011] Águas de Guarantã Ltda - AG | [51041040] PREFEITURA MUNICIPAL DE GUARANTÃ DO NORTE - PMGN,1934.0,1977.0,51.98,255.26,255.26,271.0,2088.0,5694.0,0.0
2333,"510500,00",Jauru,MT,"2019,00",[51050011] Águas de Jauru - AJ,1359.0,1370.0,27.0,105.43,105.43,61.0,2110.0,4309.0,0.0
2334,"510510,00",Juara,MT,"2019,00",[51051011] Concessionária Águas de Juara Ltda - AJ | [51051040] Secretaria Municipal de Cidade - Departamento de urbanismo - SMC,4268.0,4375.0,81.27,716.0,716.0,716.0,5200.0,13700.0,0.0
2335,"510515,00",Juína,MT,"2019,00",[51051511] Departamento de Água e Esgoto Sanitário - DAES | [51051540] MUNICIPIO DE JUINA - PMJ,525.0,525.0,5.0,74.0,74.0,0.0,574.0,206.0,0.0
2339,"510525,00",Lucas do Rio Verde,MT,"2019,00",[51052511] Serviço Autônomo de Água e Esgoto - SAAE | [51052540] Serviço Autônomo de Água e Esgoto - SAAE,7063.0,7389.0,108.5,1346.2,1346.2,1346.2,7064.0,28228.0,0.0
2343,"510562,00",Mirassol D Oeste,MT,"2019,00",[51056211] Serviço Autônomo de Água e Esgoto - SAEMI | [51056240] PREFEITURA MUNICIPAL DE MIRASSOL D'OESTE - pmmd,2350.0,2360.0,28.4,284.18,187.35,168.62,2450.0,7806.0,0.0
2360,"510625,00",Nova Xavantina,MT,"2019,00",[51062511] Serviço de Tratamento de Água e Esgoto - SETAE | [51062540] Divisão de Limpeza Urbana - DLU,4797.0,4798.0,79.0,616.25,616.25,772.44,5234.0,12224.0,0.0
2364,"510628,00",Novo São Joaquim,MT,"2019,00",[51062511] Serviço de Tratamento de Água e Esgoto - SETAE | [51062840] Prefeitura Municipal de Novo São Joaquim - PMNSJ,1426.0,1427.0,29.0,149.99,149.99,216.83,1665.0,2198.0,0.0
2367,"510637,00",Pedra Preta,MT,"2019,00",[51063711] Saneamento Básico de Pedra Preta Ltda - SBPP | [51063740] Prefeitura Municipal - AA,2669.0,2724.0,31.54,319.36,319.36,301.0,2888.0,7896.0,0.0
2368,"510642,00",Peixoto de Azevedo,MT,"2019,00",[51064211] Águas de Peixoto S/A - APA | [51064240] PREFEITURA MUNICIPAL DE PEIXOTO DE AZEVEDO - PMPA,4615.0,4616.0,53.78,442.48,442.48,302.0,4900.0,16079.0,0.0
2373,"510675,00",Pontes e Lacerda,MT,"2019,00",[51067511] ÁGUAS PONTES E LACERDA LTDA - APL | [51067540] Prefeitura Municipal de Pontes e Lacerda - PMPL,8936.0,9194.0,115.54,1194.0,1194.0,1178.0,9203.0,28602.0,0.0
2376,"510682,00",Porto Esperidião,MT,"2019,00",[51068211] Águas de Porto Esperidião - APE | [51068240] PREFEITURA MUNICIPAL DE PORTO ESPERIDIÃO - PMPE,1027.0,1035.0,12.45,103.72,103.72,94.0,1081.0,3350.0,0.0
2379,"510704,00",Primavera do Leste,MT,"2019,00",[51070411] Águas de Primavera Ltda - APL,15964.0,18181.0,320.18,2673.52,2673.52,3035.0,16891.0,51437.0,0.0
2386,"510760,00",Rondonópolis,MT,"2019,00",[51076011] Serviço de Saneamento Ambiental de Rondonópolis - SANEAR | [51076040] Serviço de Saneamento Ambiental de Rondonópolis - SANEAR,69818.0,76500.0,704.23,9991.0,9781.0,10519.63,70129.0,209938.0,0.0
2393,"510726,00",Santo Afonso,MT,"2019,00",[51072611] Prefeitura Municipal de Santo Afonso - PMSA,55.0,55.0,2.5,7.0,3.0,1.0,60.0,350.0,0.0
2404,"510790,00",Sinop,MT,"2019,00",[51079011] Águas de Sinop S.A. - AS | [51079040] Secretaria de Obras e Serviços Urbanos - SOSU,12419.0,13214.0,225.61,1570.0,1570.0,1543.0,13618.0,42319.0,0.0
2405,"510792,00",Sorriso,MT,"2019,00",[51079211] Águas de Sorriso Ltda - AS | [51079240] Prefeitura Municipal de Sorriso - PM,8387.0,9495.0,311.28,1233.23,1233.23,1215.0,8730.0,30007.0,0.0
2407,"510795,00",Tangará da Serra,MT,"2019,00",[51079511] Serviço Autônomo Municipal de Água e Esgoto - SAMAE | [51079540] SERVIÇO AUTONOMO MUNICIPAL DE ÁGUA E ESGOTO DE TANGARA DA SERRA - SAMAE,7248.0,9442.0,138.34,3974.0,3974.0,3974.0,7792.0,29526.0,0.0
2414,"510840,00",Várzea Grande,MT,"2019,00",[51084011] Departamento de Água e Esgoto de Várzea Grande - DAE | [51084040] Prefeitura Municipal - PMVG,21471.0,25323.0,187.67,9460.0,6046.7,6046.7,21478.0,85912.0,0.0
2419,"150013,00",Abel Figueiredo,PA,"2019,00","[17095000] Hidro Forte Administração e Operação Ltda - HFAO | [15001311] Prefeitura Municipal de Abel Figueiredo - PMAF | [15001340] SECRETARIA MUNICIPAL DE OBRAS, TRANSPORTE E URBANISMO - SMOTU",900.0,5000.0,10.0,50.0,0.0,0.0,1000.0,3000.0,1000.0
2425,"150060,00",Altamira,PA,"2019,00",[15006011] Prefeitura Municipal de Altamira - PMA | [15006040] DEPARTAMENTO DE LIMPEZA PUBLICA - SEMAT/DLP,9277.0,9277.0,192.92,5045.76,5045.76,0.0,9277.0,37108.0,0.0
2427,"150080,00",Ananindeua,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15008040] Secretaria Municipal de Serviços Urbanos - PMA,2945.0,2948.0,87.94,622.68,622.68,423.15,2948.0,11018.0,0.0
2435,"150130,00",Barcarena,PA,"2019,00",[15013012] Águas de São Francisco Concessionária de Saneamento S.A - ASF | [15013040] Secretaria Municipal de Infraestrutura e Desenvolvimento Urbano - SEMDUR,3315.0,3315.0,52.27,15.7,15.7,0.0,3315.0,6888.0,0.0
2436,"150140,00",Belém,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15014040] SECRETARIA MUNICIPAL DE SANEAMENTO - SESAN,40655.0,71019.0,548.75,14505.44,1337.72,13493.25,41448.0,235469.0,0.0
2476,"150370,00",Itupiranga,PA,"2019,00",[17095000] Hidro Forte Administração e Operação Ltda - HFAO | [15037040] Prefeitura Municipal de Itupiranga - PMI,142.0,142.0,12.0,51.0,51.0,51.0,255.0,0.0,0.0
2483,"150420,00",Marabá,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15042040] Serviço de Saneamento Ambiental de Marabá - SSAM,572.0,604.0,16.5,164.12,164.12,108.6,574.0,2080.0,0.0
2486,"150442,00",Marituba,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15044240] Secretaria Municipal de Desenvolvimento Urbano - SEIDUR,3602.0,3605.0,4.0,538.71,239.76,538.71,3604.0,14250.0,0.0
2489,"150460,00",Mocajuba,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15046011] Prefeitura Municipal de Mocajuba - PMM,1350.0,1500.0,10.5,150.0,0.0,0.0,1500.0,4500.0,0.0
2498,"150506,00",Novo Repartimento,PA,"2019,00",[15050611] Prefeitura Municipal de Novo Repartimento - PMNR | [15050640] Prefeitura Municipal de Novo Repartimento - PMNR,250.0,250.0,15.0,20.0,0.0,0.0,300.0,0.0,0.0
2501,"150530,00",Oriximiná,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15053011] Prefeitura Municipal de Oriximiná - PMO | [15053040] Secretaria Municipal de Desenvolvimento Urbano - SEMDURB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2506,"150550,00",Paragominas,PA,"2019,00",[15055011] Agência de Saneamento de Paragominas - SANEPAR | [15055040] SECRETARIA MUNICIPAL DE URBANISMO - SEMUR,6057.0,6057.0,44.86,534.89,534.89,261.77,6399.0,25921.0,0.0
2507,"150553,00",Parauapebas,PA,"2019,00",[15055311] Serviço Autônomo de Água e Esgoto de Paraupebas - SAAEP | [15055340] Secretaria Municipal de Serviços Urbanos - SEMURB,7992.0,12542.0,69.3,1635.86,1558.44,820.0,8956.0,32350.0,0.0
2518,"150613,00",Redenção,PA,"2019,00",[15061312] BRK Ambiental Araguaia - BRK | [15061340] Prefeituram Municipal de Redenção - PMR,1325.0,1325.0,27.53,99.2,99.2,99.2,1325.0,4610.0,0.0
2523,"150630,00",Salvaterra,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15063011] Prefeitura Municipal de Salvaterra - PMS | [15063040] Prefeitura Municipal de Salvaterra - PMS,4200.0,,20.0,1300.0,800.0,300.0,4200.0,8948.0,2000.0
2524,"150635,00",Santa Bárbara do Pará,PA,"2019,00",[15063511] Prefeitura Municipal de Santa Bárbara do Pará - PMSBP | [15063540] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINF,25.0,26.0,0.5,6.5,0.0,0.0,35.0,130.0,0.0
2531,"150680,00",Santarém,PA,"2019,00",[15014000] Companhia de Saneamento do Pará - COSANPA | [15068040] Secretaria Municipal de Infraestrutura - SEMINFRA,3100.0,3118.0,26.5,533.63,533.63,533.63,3102.0,12688.0,0.0
2539,"150745,00",São Geraldo do Araguaia,PA,"2019,00",[17210000] Companhia de Saneamento do Tocantins - SANEATINS,1962.0,1989.0,28.25,294.95,294.95,294.95,2079.0,6725.0,0.0
2556,"150812,00",Ulianópolis,PA,"2019,00",[15081211] Prefeitura Municipal de Ulianópolis - PMU | [15081240] Prefeitura Municipal de Ulianópolis - PMU,522.0,600.0,6.0,68.0,0.0,0.0,550.0,1110.0,0.0
2560,"150835,00",Vitória do Xingu,PA,"2019,00",[15083511] Prefeitura Municipal de Vitória do Xingu - PMVX | [15083540] Prefeitura Municipal de Vitória do Xingu - PMVX,3025.0,3050.0,39.0,98.9,89.9,0.0,4042.0,5000.0,0.0
2562,"250010,00",Água Branca,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25001011] Prefeitura Municipal de Água Branca - PMAB | [25001040] PREFEITURA MUNICIPAL DE ÁGUA BRANCA - PMAB,23.0,,19.0,300.0,100.0,0.0,140.0,3800.0,0.0
2564,"250030,00",Alagoa Grande,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25003040] Secretaria de Meio Ambiente e Recursos Naturais - SEMAAG,2845.0,2885.0,14.55,275.64,275.64,356.98,2878.0,9227.0,0.0
2570,"250073,00",Amparo,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25007311] Prefeitura Municipal de Amparo - PMA | [25007340] Prefeitura Municipal de Amparo - PMA,300.0,,3.0,100.0,0.0,0.0,400.0,1026.0,0.0
2574,"250100,00",Araruna,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA,2853.0,2866.0,25.34,141.2,141.2,224.72,2934.0,9191.0,0.0
2584,"250160,00",Barra de Santa Rosa,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25016011] Prefeitura Municipal de Barra de Santa Rosa - PMBSR | [25016040] Prefeitura Municipal de Barra de Santa Rosa - PMBSR,100.0,125.0,8.85,250.0,0.0,0.0,1300.0,8500.0,0.0
2586,"250180,00",Bayeux,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25018040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,2697.0,2951.0,19.8,362.66,362.66,442.72,2901.0,10071.0,0.0
2595,"250250,00",Boqueirão,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25025011] Prefeitura Municipal de Boqueirão - PMB | [25025040] Prefeitura Municipal de Boqueirão - PMB,3450.0,3475.0,30.0,1000.0,0.0,0.0,3500.0,12620.0,2000.0
2597,"250280,00",Brejo do Cruz,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25028011] Prefeitura Municipal de Brejo do Cruz - PMBC | [25028040] Prefeitura Municipal de Brejo do Cruz - PMBC,3229.0,,26.3,554.2,0.0,0.0,3236.0,8035.0,0.0
2599,"250300,00",Caaporã,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25030011] Serviço Autônomo de Água e Esgoto - SAAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2600,"250310,00",Cabaceiras,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25031011] Prefeitura Municipal de Cabaceiras - PMC | [25031040] PREFEITURA MUNICIPAL DE CABACEIRAS - PMC,500.0,500.0,5.25,292.0,0.0,0.0,525.0,2471.0,0.0
2601,"250320,00",Cabedelo,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25032040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,1890.0,7527.0,8.75,879.65,879.65,1116.98,2360.0,24699.0,0.0
2603,"250340,00",Cacimba de Areia,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25034011] Prefeitura Municipal de Cacimba de Areia - PMCA | [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA,150.0,,9.0,200.0,0.0,0.0,1500.0,1300.0,0.0
2607,"250370,00",Cajazeiras,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25037040] Secretaria de Infraestrutura - SEINFRA,3136.0,3726.0,23.92,354.56,354.56,544.17,3775.0,11359.0,0.0
2608,"250375,00",Cajazeirinhas,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,116.0,116.0,3.38,9.77,9.77,13.41,117.0,401.0,0.0
2610,"250390,00",Camalaú,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25039040] Prefeitura Municipal de Camalaú - PMC,134.0,135.0,1.02,8.66,8.66,13.88,136.0,367.0,0.0
2611,"250400,00",Campina Grande,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA,106481.0,126229.0,430.28,12519.84,12519.84,16731.47,112092.0,374538.0,0.0
2613,"250407,00",Caraúbas,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25040711] Prefeitura Municipal de Caraúbas - PMC | [25040740] PREFEITURA MUNICIPAL DE CARAÚBAS - PMC,1450.0,1550.0,25.0,450.0,0.0,0.0,1550.0,1527.0,0.0
2617,"250430,00",Catolé do Rocha,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR,1813.0,1885.0,19.83,233.14,233.14,294.72,2622.0,6051.0,0.0
2626,"250500,00",Cubati,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,215.0,215.0,1.52,23.82,23.82,31.87,218.0,655.0,0.0
2640,"250620,00",Frei Martinho,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25062011] Prefeitura Municipal de Frei Martinho - PMFM | [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM,680.0,,12.0,185.0,185.0,0.0,730.0,1842.0,0.0
2642,"250630,00",Guarabira,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25063040] Prefeitura Municipal de Guarabira - PMG,11137.0,11636.0,57.04,1234.37,1234.37,1584.33,11477.0,36746.0,0.0
2650,"250700,00",Itaporanga,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25070040] Prefeitura Municipal de Itaporanga - PM,1890.0,2028.0,13.63,138.27,138.27,199.86,1908.0,6142.0,0.0
2652,"250720,00",Itatuba,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25072011] Prefeitura Municipal de Itatuba - PMI | [25072040] Prefeitura Municipal de Itatuba - PMI,960.0,,7.0,200.0,200.0,0.0,1000.0,3000.0,0.0
2655,"250750,00",João Pessoa,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25075040] Autarquia Especial Municipal de Limpeza Urbana - EMLUR,149174.0,218674.0,654.28,31025.97,31025.97,36507.34,165621.0,652169.0,0.0
2664,"250830,00",Lagoa Seca,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,139.0,139.0,1.82,10.52,10.52,12.67,139.0,479.0,0.0
2671,"250890,00",Mamanguape,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25089040] Prefeitura Municipal de Mamanguape - PMM,2149.0,2231.0,7.09,236.96,236.96,305.9,2931.0,7456.0,0.0
2672,"250900,00",Manaíra,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25090011] Prefeitura Municipal de Manaíra - PMM | [25090040] SECRETARIA DE INFRAESTRUTURA - S.M.I.E,826.0,,2.67,241.0,55.13,0.0,882.0,6100.0,0.0
2680,"250939,00",Maturéia,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25093911] Prefeitura Municipal de Maturéia - PMM | [25093940] Prefeitura Municipal de Matureia - PB - PMM,900.0,,15.0,420.0,0.0,0.0,900.0,3000.0,0.0
2684,"250970,00",Monteiro,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA,7167.0,7484.0,23.99,498.05,498.05,795.18,7651.0,20790.0,0.0
2690,"251030,00",Nova Palmeira,PB,"2019,00",[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA | [25103011] Prefeitura Municipal de Nova Palmeira - PMNP | [25103040] Prefeitura Municipal de Nova Palmeira - PMNP,100.0,800.0,16.0,100.0,0.0,0.0,700.0,2000.0,0.0
