,Código do Município,Município,Estado,Ano de Referência,Prestadores,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG003 - Quantidade de economias ativas de água,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG007 - Volume de água tratada em ETAs,AG011 - Volume de água faturado,FN006 - Arrecadação total,FN010 - Despesa com pessoal próprio,FN011 - Despesa com produtos químicos,FN013 - Despesa com energia elétrica,FN014 - Despesa com serviços de terceiros,FN015 - Despesas de Exploração (DEX),FN017 - Despesas totais com os serviços (DTS),FN020 - Despesa com água importada (bruta ou tratada),FN021 - Despesas fiscais ou tributárias computadas na DEX
2933,"261290,00",São Benedito do Sul,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,7082.0,1819.0,1825.0,15.27,337.84,337.84,252.8,927119.71,442158.82,0.0,84819.71,66289.59,729949.01,818502.96,0.0,93171.11
2934,"261300,00",São Bento do Una,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26130011] Prefeitura Municipal de São Bento do Una - PMSBU | [26130040] Prefeitura Municipal de São Bento do Una - PMSBU,28690.0,8506.0,8609.0,100.46,1235.44,1235.44,466.41,1041240.63,461819.03,0.0,165.04,132222.14,828324.02,1001904.76,0.0,166824.3
2935,"261310,00",São Caitano,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26131011] Prefeitura Municipal de São Caetano - PMSC | [26131040] Prefeitura Municipal de São Caetano - PMSC,30621.0,9356.0,9651.0,86.89,1383.29,1383.29,1198.38,3268715.07,980317.64,106090.35,658024.69,237877.18,2386849.52,2979711.88,0.0,390539.66
2936,"261320,00",São João,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,15737.0,4594.0,4680.0,63.56,739.11,739.11,708.48,2725549.93,773777.94,15473.7,78230.51,240591.62,1498766.87,1787694.22,0.0,310979.32
2937,"261330,00",São Joaquim do Monte,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26133011] Prefeitura Municipal de São Joaquim do Monte - PMSJM | [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM,18706.0,6035.0,6067.0,50.85,1064.78,1064.78,816.49,3037319.12,1326476.46,0.0,45430.48,95211.1,2067550.04,2440753.31,0.0,304231.79
2938,"261340,00",São José da Coroa Grande,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,19965.0,5172.0,5640.0,61.79,1624.98,1624.98,654.4,2105208.18,221079.41,58098.71,255997.68,86723.13,1385514.86,1634028.86,0.0,246201.34
2939,"261350,00",São José do Belmonte,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26135011] Prefeitura Municipal de São José do Belmonte - PMSJB,22380.0,6664.0,6678.0,83.18,1140.93,0.0,941.16,3300476.41,693238.23,0.0,400085.73,366059.51,1829859.58,2157179.92,0.0,303754.13
2940,"261360,00",São José do Egito,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26136011] Prefeitura Municipal de São José do Egito - PMSJE | [26136040] Prefeitura Municipal de São José do Egito - PMSJE,29015.0,9579.0,9897.0,79.35,1582.7,1582.7,1348.35,4900895.94,1121597.05,11098.05,252130.88,356863.01,2224612.97,2665215.65,0.0,462467.71
2941,"261370,00",São Lourenço da Mata,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26137040] PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA MATA - PMSLM,88063.0,21137.0,27108.0,228.99,8323.68,8323.68,3584.5,13875687.46,2763492.63,426599.33,1261681.81,2839747.99,8953671.51,10432509.63,0.0,1494176.44
2942,"261380,00",São Vicente Ferrer,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26138040] Prefeitura Municipal de São Vicente Ferrer - PMSVF,9000.0,2604.0,2632.0,27.44,654.48,654.48,348.85,1159833.05,584317.64,493916.69,222604.5,240274.39,1894697.44,5253783.02,0.0,138496.39
2943,"261390,00",Serra Talhada,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26139011] Prefeitura Municipal de Serra Talhada - PMST | [26139040] PREFEITURA MUNICIPAL DE SERRA TALHADA - PMST,86350.0,27302.0,29414.0,227.31,5269.12,5187.34,4274.74,18245704.89,5415888.04,198507.24,2007228.17,3948286.48,14355515.35,15972056.95,0.0,1783250.49
2944,"261400,00",Serrita,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26140011] Prefeitura Municipal de Serrita - PMS | [26140040] Secretaria de Meio Ambiente de Serrita - SEMASE,11579.0,2967.0,3004.0,53.83,440.12,440.12,381.1,1010737.57,490958.82,250.0,64491.72,179510.96,967354.62,1156914.59,0.0,111332.8
2945,"261410,00",Sertânia,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26141011] Prefeitura Municipal de Sertania - PMS | [26141040] SECRETARIA DE SERVIÇOS PÚBLICOS DA CIDADE DE SERTÂNIA - PMS,21310.0,6622.0,6730.0,73.77,1623.8,333.44,958.65,2276165.1,4478835.73,245130.26,3834013.46,1374573.67,10534169.54,10808424.75,0.0,293843.97
2946,"261420,00",Sirinhaém,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,27298.0,7438.0,7495.0,61.86,2497.6,2497.6,981.68,3782692.44,2100254.4,91377.66,741081.29,481519.21,4470053.45,5499061.95,0.0,454918.4
2947,"261440,00",Solidão,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26144011] Prefeitura Municipal de Solidão - PMS | [26144040] Secretaria de Obras e Infraestrutura - SOE,2113.0,619.0,619.0,5.51,59.28,59.28,44.01,109825.54,251079.41,22222.77,23569.82,211492.2,535742.42,555625.18,0.0,13350.22
2948,"261450,00",Surubim,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,65089.0,19404.0,20780.0,166.26,2736.42,2736.42,2537.06,8967060.12,2763492.63,253320.48,887705.96,1172540.99,6579443.77,7687571.86,0.0,924267.68
2949,"261460,00",Tabira,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,27951.0,8764.0,8876.0,88.81,1514.45,1514.45,1196.08,4272595.7,221079.41,17521.57,234265.44,565783.87,1514778.52,1864476.69,0.0,413653.76
2950,"261470,00",Tacaimbó,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26147040] PREFEITURA MUNICPAL DE TACAIMBÓ - PMT,9379.0,2993.0,3016.0,35.49,306.69,306.69,322.4,1119112.23,442158.82,0.0,6403.71,303715.11,962624.83,1191957.09,0.0,133838.34
2951,"261480,00",Tacaratu,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,17468.0,4870.0,4874.0,84.41,1115.26,942.01,684.5,2569926.96,110539.71,0.0,238761.61,466330.96,1114059.88,1360964.04,0.0,260670.7
2952,"261485,00",Tamandaré,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,23388.0,8442.0,9482.0,113.1,2712.84,2712.84,1410.78,7055061.71,442158.82,301175.45,637262.59,606277.02,4578461.55,6047576.44,0.0,825445.92
2953,"261500,00",Taquaritinga do Norte,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26150040] Secretaria de Obras e Urbanismo - SEURB,13353.0,4037.0,4134.0,32.59,295.4,295.4,147.51,388095.13,663238.23,0.0,209910.85,95107.06,1056162.73,1197252.53,0.0,66354.25
2954,"261510,00",Terezinha,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26151040] PREFEITURA MUNICIPAL DE TEREZINHA - PMT,3706.0,1118.0,1119.0,14.44,168.87,168.87,157.61,461842.72,442158.82,0.0,102836.45,127518.46,756890.81,803639.76,0.0,45884.82
2955,"261520,00",Terra Nova,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26152011] Prefeitura Municipal de Terra Nova - PMTN | [26152040] Prefeitura Municipal de Terra Nova - PMTN,10096.0,2794.0,2807.0,23.4,388.24,388.24,364.6,1018327.82,800390.94,0.0,49352.67,102900.69,1164028.58,1271991.79,0.0,105862.92
2956,"261530,00",Timbaúba,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,50686.0,14226.0,15386.0,133.02,3417.86,3417.86,2011.63,6636126.01,994857.35,465731.48,842182.04,687274.99,4048292.06,4814911.04,0.0,718638.06
2957,"261540,00",Toritama,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26154040] PREFEITURA MUNICIPAL DE TORITAMA - PREFEITURA TORITAMA,36798.0,10478.0,11226.0,117.6,1526.16,1526.16,1219.46,3281424.06,442158.82,0.0,14699.2,688353.4,1776252.03,2092316.07,0.0,356080.29
2958,"261550,00",Tracunhaém,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26155040] PREFEITURA MUNICIPAL DE TRACUNHAÉM - PMT,10921.0,3116.0,3161.0,25.77,515.08,515.08,327.6,1019721.21,221079.41,0.0,0.0,66447.14,432865.09,541340.67,0.0,120060.49
2959,"261560,00",Trindade,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26156040] Prefeitura Municipal de Trindade - PMT,29670.0,8167.0,8332.0,81.01,1160.63,1160.63,1075.13,3272722.62,442158.82,0.0,53353.53,233706.51,1661886.98,1955923.46,0.0,329492.7
2960,"261570,00",Triunfo,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26157040] Prefeitura Municipal de Triunfo - PMT,8737.0,2759.0,2814.0,37.14,365.92,341.39,374.62,1317421.19,663238.23,3814.27,166139.87,141543.74,1141843.19,1258422.11,0.0,127628.82
2961,"261580,00",Tupanatinga,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,13436.0,3838.0,3895.0,32.5,551.71,0.0,519.7,1853715.44,110539.71,0.0,716993.75,458604.02,1466805.26,1622473.59,0.0,180667.78
2962,"261590,00",Tuparetama,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,8202.0,3088.0,3127.0,24.92,451.58,451.58,427.71,1605493.69,442158.82,1597.57,2764.97,167776.79,766050.39,897235.52,0.0,151752.24
2963,"261600,00",Venturosa,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26160040] PREFEITURA MUNICIPAL DE VENTUROSA - PMV,10571.0,3163.0,3246.0,32.65,697.52,697.52,432.63,1221522.67,663238.23,161125.41,233555.69,153156.59,1686865.45,1846915.2,0.0,184607.13
2964,"261610,00",Verdejante,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26161011] Prefeitura Municipal de Verdejante - PMV,9534.0,2751.0,2757.0,26.55,581.23,581.23,345.96,918116.23,243139.41,0.0,37522.82,84524.34,471267.71,585081.39,0.0,102599.84
2965,"261618,00",Vertente do Lério,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26161840] PREFEITURA MUNICIPAL DE VERTENTE DO LÉRIO - PMVL,2978.0,946.0,955.0,16.28,65.41,65.41,52.54,39203.07,110539.71,0.0,0.0,94246.28,290212.43,313316.7,0.0,19506.26
2966,"261620,00",Vertentes,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA | [26162040] Prefeitura Municipal de Vertentes - PMV,15170.0,4635.0,4845.0,52.16,411.62,411.62,526.15,1214395.18,110539.71,0.0,191527.83,109940.89,663114.83,857802.16,0.0,152985.39
2967,"261630,00",Vicência,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,18659.0,5283.0,5357.0,38.21,1598.69,1598.69,609.96,2241083.62,442158.82,53264.13,170800.49,334628.5,1742228.91,2059852.13,0.0,253546.5
2968,"261640,00",Vitória de Santo Antão,PE,"2019,00",[26116000] Companhia Pernambucana de Saneamento - COMPESA,109706.0,33653.0,35182.0,319.91,8815.9,8815.9,5712.7,22865019.68,5084826.45,894002.81,3367674.07,8651064.77,22641001.82,25457438.32,0.0,2401748.85
2969,"261650,00",Xexéu,PE,"2019,00",[26165011] Serviço Autônomo de Água e Esgoto - SAAE,9531.0,3234.0,3234.0,27.0,980.0,980.0,600.27,517874.7,295528.48,102570.0,0.0,35107.2,464246.64,520826.57,0.0,0.0
2970,"220005,00",Acauã,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,1737.0,614.0,620.0,6.98,80.65,80.65,79.22,300658.61,128070.68,16971.11,32049.29,211905.42,413268.57,493472.27,0.0,13093.83
2971,"220010,00",Agricolândia,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22001040] Prefeitura Municipal de Agricolândia - PMA,3940.0,1235.0,1243.0,21.0,232.3,0.0,187.07,784744.48,605035.75,4358.87,329773.33,135752.56,1141771.47,1366740.96,0.0,32909.38
2972,"220020,00",Água Branca,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22002040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMAM,16351.0,4546.0,4662.0,81.0,1128.07,0.0,703.42,3747798.29,1602927.57,7411.75,608418.3,294511.54,2800128.58,3571546.34,0.0,157980.7
2973,"220025,00",Alagoinha do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22002511] Prefeitura Municipal de Alagoinha do Piauí - PMAP | [22002540] PREFEITURA MUNICIPAL DE ALAGOINHA DO PIAUI - PMAPI,3365.0,1027.0,1032.0,5.1,214.13,0.0,135.27,549696.23,192852.34,1500.0,120948.25,77576.88,434847.69,565201.06,0.0,21511.11
2974,"220027,00",Alegrete do Piauí,PI,"2019,00",[22002711] Prefeitura Municipal de Alegrete do Piauí - PMAPI | [22002740] Prefeitura Municipal de Alegrete do Piauí - PMAPI,4900.0,1350.0,1350.0,45.0,81.0,0.0,0.0,0.0,80000.0,14000.0,129450.0,0.0,223450.0,223450.0,0.0,0.0
2975,"220030,00",Alto Longá,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,4455.0,1388.0,1396.0,19.0,273.21,0.0,207.16,858125.04,932277.96,7566.12,189913.73,135854.23,1343751.42,1568828.57,0.0,37079.36
2976,"220040,00",Altos,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,28589.0,6542.0,6612.0,81.06,1663.43,0.0,973.8,4243604.11,2279304.63,8351.92,1132485.81,587076.74,4363133.79,5508707.63,0.0,178452.01
2977,"220045,00",Alvorada do Gurguéia,PI,"2019,00",[22004511] Prefeitura Municipal de Alvorada do Gurguéia - PMAG | [22004540] PREFEITURA MUNICIPAL DE ALVORADA DO GURGUEIA - PMAGPI,4519.0,1306.0,1439.0,37.4,492.0,24.0,410.0,190000.0,139000.0,4905.0,34750.0,1050.0,185000.0,230390.0,0.0,1260.0
2978,"220050,00",Amarante,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22005040] Prefeitura Municipal de Amarante - PMA,9812.0,2967.0,3051.0,25.19,742.72,0.0,485.68,2141266.92,1440179.35,0.0,351315.69,130225.15,2108110.07,2646831.0,0.0,94764.6
2979,"220060,00",Angical do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,5305.0,1644.0,1662.0,25.55,537.97,0.0,228.97,882816.47,661933.5,6346.5,108636.16,115765.72,970261.27,1217199.58,0.0,38328.83
2980,"220070,00",Anísio de Abreu,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22007040] Prefeitura Municipal de Anísio de Abreu - PMAA,6007.0,1759.0,1769.0,34.78,280.58,0.0,257.97,991797.33,506615.16,34722.0,345024.94,299641.71,1278539.23,1554858.43,0.0,44460.9
2981,"220080,00",Antônio Almeida,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22008011] Prefeitura Municipal de Antonio Almeida - PMAA | [22008040] Prefeitura Municipal de Antônio Almeida - PMAA,3110.0,987.0,989.0,20.9,233.82,0.0,73.18,260879.24,348003.24,10.0,85936.02,14057.81,504234.65,642029.72,0.0,12087.79
2982,"220090,00",Aroazes,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,4401.0,1279.0,1289.0,23.6,287.38,0.0,189.78,733700.16,426503.15,0.0,159995.5,112070.84,763610.14,971155.77,0.0,31997.05
2984,"220100,00",Arraial,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,2453.0,595.0,599.0,12.5,96.0,0.0,84.22,352416.08,437692.67,0.0,35110.2,48598.89,551188.03,665169.87,0.0,15026.78
2986,"220110,00",Avelino Lopes,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL,8508.0,2526.0,2570.0,35.49,500.28,500.28,365.44,1413184.3,1003294.94,160027.9,231160.75,221723.31,1751268.03,2190811.73,0.0,61574.21
2987,"220115,00",Baixa Grande do Ribeiro,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22011540] PREFEITURA MUNICIPAL DE BAIXA GRANDE DO RIBEIRO - PMBGR,6562.0,1443.0,1451.0,20.7,427.12,0.0,240.5,974821.15,555551.72,0.0,137936.42,63022.31,850606.86,1137189.21,0.0,44012.54
2989,"220120,00",Barras,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,21760.0,5764.0,5825.0,77.0,1308.64,1261.36,956.5,4412676.32,2381121.98,307847.49,396496.21,432608.96,3945563.66,5080513.23,0.0,189319.18
2990,"220130,00",Barreiras do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,2320.0,613.0,616.0,8.64,151.12,0.0,96.28,383233.61,261017.9,104.77,75344.29,23045.84,394609.5,514869.42,0.0,17018.73
2991,"220140,00",Barro Duro,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,6096.0,1700.0,1754.0,18.31,560.07,0.0,260.3,1105378.77,759903.38,8373.61,369246.67,145242.88,1374421.19,1685344.88,0.0,45367.13
2992,"220150,00",Batalha,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,12802.0,3858.0,3889.0,43.8,1244.03,0.0,595.77,2719493.3,893492.07,1277.97,373070.19,239337.94,1782338.12,2446106.42,0.0,107880.67
2993,"220155,00",Bela Vista do Piauí,PI,"2019,00",[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP,3950.0,960.0,960.0,78.0,760.0,0.0,0.0,0.0,96000.0,10000.0,35000.0,270000.0,411000.0,411000.0,0.0,0.0
2994,"220157,00",Belém do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22015740] PREFEITURA MUNICIPAL DE BELEM DO PIAUI - PMBP,2377.0,714.0,720.0,14.55,89.45,0.0,91.46,371828.54,126613.07,0.0,20696.63,162547.75,341560.51,464530.18,0.0,14497.44
2995,"220160,00",Beneditinos,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,6685.0,1982.0,1988.0,20.2,298.05,0.0,276.57,1014073.85,343079.62,8351.91,103903.58,86028.64,631062.03,910459.89,0.0,44465.03
2996,"220170,00",Bertolínia,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,4911.0,1368.0,1381.0,24.88,590.45,0.0,236.06,1038247.88,430646.24,0.0,173867.1,108803.46,805008.93,1077376.78,0.0,46707.49
2998,"220177,00",Boa Hora,PI,"2019,00",[22017711] Prefeitura Municipal de Boa Hora - PMBH | [22017740] PREFEITURA MUNICIPAL DE BOA HORA / PI - PMBH,3600.0,770.0,770.0,27.0,385.0,0.0,0.0,0.0,81000.0,30000.0,60000.0,20000.0,230000.0,271800.0,0.0,12712.05
2999,"220180,00",Bocaina,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22018040] Secretaria de Meio Ambiente - PMB,2465.0,843.0,844.0,9.5,186.9,0.0,116.01,471804.01,150980.04,0.0,101046.49,103278.14,398614.82,526459.4,0.0,20791.96
3000,"220190,00",Bom Jesus,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22019011] Prefeitura Municipal de Bom Jesus - PMBJ | [22019040] Prefeitura Municipal de Bom Jesus - PMBJ,22753.0,7450.0,7760.0,76.99,2493.41,0.0,1257.75,5610211.68,3726149.22,47468.36,1285076.19,1682524.74,7704924.71,9105381.07,0.0,262671.96
3002,"220192,00",Bonfim do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22019240] Prefeitura Municipal de Bonfim do Piauí - PMBP,1464.0,389.0,389.0,6.0,54.4,54.4,50.16,171971.31,67247.17,0.0,80579.94,91135.91,254303.58,304762.8,0.0,7826.64
3003,"220194,00",Boqueirão do Piauí,PI,"2019,00",[22019411] Prefeitura Municipal de Boqueirão do Piauí - PMBP | [22019440] Prefeitura Municipal de Boqueirão do Piauí - PMBPi,6407.0,3550.0,3550.0,25.0,880.0,0.0,0.0,108802.42,98021.16,0.0,5108.0,153554.12,340350.43,340350.43,0.0,0.0
3004,"220196,00",Brasileira,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,5641.0,1654.0,1670.0,23.4,272.5,0.0,226.69,837925.01,582050.28,1300.71,85629.52,272920.93,1053534.06,1308668.46,0.0,35671.33
3005,"220198,00",Brejo do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,2053.0,627.0,642.0,6.75,167.59,0.0,90.77,335666.65,114338.27,0.0,43040.15,48878.75,235422.93,332260.06,0.0,14737.53
3006,"220200,00",Buriti dos Lopes,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22020040] Prefeitura Municipal de Buriti Dos Lopes - PMBL,14452.0,4010.0,4033.0,39.0,1240.27,173.64,479.01,2436042.95,998635.7,304.67,493163.95,368257.98,2071028.4,2614277.71,0.0,108662.15
3007,"220202,00",Buriti dos Montes,PI,"2019,00",[22020211] Prefeitura Municipal de Buriti dos Montes - PMBM | [22020240] Prefeitura Municipal de Buriti dos Montes - PMBM,6752.0,2121.0,2261.0,44.0,1168.0,0.0,926.0,438563.21,127590.67,3952.0,325652.0,35751.0,495265.21,512652.34,0.0,0.0
3008,"220205,00",Cabeceiras do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22020540] Prefeitura Municipal de Cabeceiras do Piauí - PMCP,2288.0,639.0,654.0,10.64,237.35,0.0,95.19,379323.05,713584.61,1277.97,207996.92,54485.58,1011697.38,1119329.72,0.0,17015.72
3012,"220210,00",Campinas do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,2359.0,707.0,707.0,9.3,163.07,0.0,104.79,396213.84,267365.52,0.0,104183.79,68871.05,475113.8,605083.82,0.0,17153.93
3014,"220213,00",Campo Grande do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22021340] Prefeitura Municipal Campo Grande do Piauí - PM,1953.0,650.0,655.0,10.5,94.75,94.75,85.41,350222.22,112863.39,0.0,595.93,38820.95,180154.6,264500.26,0.0,14699.46
3016,"220220,00",Campo Maior,PI,"2019,00",[22022011] Serviço Autônomo de Água e Esgoto - SAAE | [22022040] SECRETARIA MUNICIPAL DE LIMPEZA E ILUMINAÇÃO PÚBLICA - SELIP,46833.0,13636.0,13636.0,280.0,4583.0,0.0,2753.0,9684691.96,4570238.18,37440.0,1153410.19,0.0,5761090.0,6280137.1,0.0,1.0
3017,"220225,00",Canavieira,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,2147.0,588.0,590.0,8.5,176.21,0.0,91.04,367235.82,397434.67,0.0,84105.6,40395.76,557825.78,660721.46,0.0,18406.62
3018,"220230,00",Canto do Buriti,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22023040] PREFEITURA MUNICIPAL DE CANTO DO BURITI - PI,14131.0,4674.0,4741.0,36.9,1019.62,0.0,769.61,3569507.7,1601014.56,0.0,361365.18,224530.45,2484011.31,3314572.1,0.0,157683.55
3019,"220240,00",Capitão de Campos,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,5399.0,1394.0,1408.0,29.48,439.69,0.0,225.36,827370.82,824591.43,1300.71,139781.6,72385.29,1120071.02,1373103.09,0.0,40909.4
3021,"220250,00",Caracol,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,3018.0,750.0,767.0,24.06,148.98,0.0,112.46,400254.21,404910.25,0.0,147095.66,106926.39,699253.15,829318.36,0.0,17655.07
3022,"220253,00",Caraúbas do Piauí,PI,"2019,00",[22025311] Prefeitura Municipal de Caraúbas do Piauí - PMCP | [22025340] Prefeitura Municipal de Caraúbas do Piauí - PMI,3665.0,693.0,1001.0,21.2,720.0,0.0,103.58,61740.0,226800.0,250.0,313601.6,144346.87,700632.92,700632.92,0.0,15634.45
3023,"220255,00",Caridade do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,1969.0,508.0,508.0,7.9,101.21,101.21,59.06,223978.11,89391.27,0.0,346686.78,148068.65,606036.9,666928.77,0.0,13268.42
3024,"220260,00",Castelo do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,13845.0,4120.0,4192.0,29.5,1068.88,0.0,624.9,2513986.54,1156780.94,1243.76,367776.26,240039.39,1992925.84,2673511.12,0.0,109744.77
3025,"220265,00",Caxingó,PI,"2019,00",[22026511] Prefeitura Municipal de Caxingó - PMC,4384.0,940.0,1040.0,9.0,680.0,30.0,10.4,87469.64,21600.0,3600.0,27289.88,2000.0,84489.88,84489.88,25000.0,5000.0
3026,"220270,00",Cocal,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,9049.0,2494.0,2520.0,34.45,633.87,633.87,362.63,1339846.75,857193.79,304.67,157679.3,113938.08,1261962.16,1658194.12,0.0,61243.5
3028,"220272,00",Cocal dos Alves,PI,"2019,00",[22027211] Prefeitura Municipal de Cocal dos Alves - PMD | [22027240] Prefeitura Municipal de Cocal dos Alves - PMCDA,5245.0,1500.0,1673.0,130.0,300.0,0.0,0.0,0.0,11808.0,0.0,113670.24,30282.05,177294.69,195294.69,3534.4,0.0
3029,"220273,00",Coivaras,PI,"2019,00",[22027311] Prefeitura Municipal de Coivaras - PMC | [22027340] PREFEITURA MUNICIPAL DE COIVARAS - PMC -PI,3500.0,2010.0,2010.0,36.0,900.0,0.0,0.0,0.0,125000.0,27000.0,35000.0,12000.0,250000.0,255000.0,0.0,1000.0
3030,"220275,00",Colônia do Gurguéia,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22027540] Prefeitura Municipal de Colônia do Gurguéia - PMCG,2787.0,805.0,806.0,18.5,207.67,0.0,124.67,486847.94,304861.53,0.0,843.35,19481.15,370563.01,513831.32,0.0,22056.54
3031,"220277,00",Colônia do Piauí,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA | [22027740] Prefeitura Municipal - PM,3550.0,1049.0,1054.0,14.04,252.15,0.0,168.96,760229.65,303626.96,0.0,73451.49,63026.75,504914.8,686761.84,0.0,33259.25
3032,"220280,00",Conceição do Canindé,PI,"2019,00",[22110000] Águas e Esgotos do Piauí S/A - AGESPISA,3431.0,1022.0,1036.0,16.23,269.67,0.0,151.86,628875.74,517611.15,0.0,191137.48,55913.48,819541.85,990947.7,0.0,25879.14
